"mean","outliers","N","true_pos","true_neg","false_pos","false_neg","true_positive_rate","true_negative_rate","false_positive_rate","false_negative_rate","accuracy","sensitivity","specificity","gmean","precision","recall","fmeasure"
3.25,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3.5,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
3.75,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
4,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
2.5,10,1010,10,992,8,0,1,0.992,0.008,0,0.992079207920792,1,0.992,0.995991967839099,0.555555555555556,1,0.714285714285714
2.75,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3,10,1010,10,993,7,0,1,0.993,0.007,0,0.993069306930693,1,0.993,0.996493853468249,0.588235294117647,1,0.740740740740741
3.25,10,1010,10,993,7,0,1,0.993,0.007,0,0.993069306930693,1,0.993,0.996493853468249,0.588235294117647,1,0.740740740740741
3.5,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
3.75,10,1010,10,999,1,0,1,0.999,0.001,0,0.999009900990099,1,0.999,0.999499874937461,0.909090909090909,1,0.952380952380952
4,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
2.5,10,1010,5,991,9,5,0.5,0.991,0.009,0.5,0.986138613861386,0.5,0.991,0.703917608815123,0.357142857142857,0.5,0.416666666666667
2.75,10,1010,10,989,11,0,1,0.989,0.011,0,0.989108910891089,1,0.989,0.994484791236146,0.476190476190476,1,0.645161290322581
3,10,1010,10,991,9,0,1,0.991,0.009,0,0.991089108910891,1,0.991,0.995489829179585,0.526315789473684,1,0.689655172413793
3.25,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3.5,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
3.75,10,1010,10,999,1,0,1,0.999,0.001,0,0.999009900990099,1,0.999,0.999499874937461,0.909090909090909,1,0.952380952380952
4,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
2.5,10,1010,3,989,11,7,0.3,0.989,0.011,0.7,0.982178217821782,0.3,0.989,0.544701753255853,0.214285714285714,0.3,0.25
2.75,10,1010,2,990,10,8,0.2,0.99,0.01,0.8,0.982178217821782,0.2,0.99,0.44497190922574,0.166666666666667,0.2,0.181818181818182
3,10,1010,10,992,8,0,1,0.992,0.008,0,0.992079207920792,1,0.992,0.995991967839099,0.555555555555556,1,0.714285714285714
3.25,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
3.5,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3.75,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
4,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
2.5,10,1010,8,992,8,2,0.8,0.992,0.008,0.2,0.99009900990099,0.8,0.992,0.890842298052804,0.5,0.8,0.615384615384615
2.75,10,1010,10,991,9,0,1,0.991,0.009,0,0.991089108910891,1,0.991,0.995489829179585,0.526315789473684,1,0.689655172413793
3,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3.25,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3.5,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3.75,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
4,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
2.5,10,1010,5,990,10,5,0.5,0.99,0.01,0.5,0.985148514851485,0.5,0.99,0.703562363973514,0.333333333333333,0.5,0.4
2.75,10,1010,10,991,9,0,1,0.991,0.009,0,0.991089108910891,1,0.991,0.995489829179585,0.526315789473684,1,0.689655172413793
3,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.25,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3.5,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
3.75,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
4,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
2.5,10,1010,8,994,6,2,0.8,0.994,0.006,0.2,0.992079207920792,0.8,0.994,0.891739872384318,0.571428571428571,0.8,0.666666666666667
2.75,10,1010,10,992,8,0,1,0.992,0.008,0,0.992079207920792,1,0.992,0.995991967839099,0.555555555555556,1,0.714285714285714
3,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3.25,10,1010,10,992,8,0,1,0.992,0.008,0,0.992079207920792,1,0.992,0.995991967839099,0.555555555555556,1,0.714285714285714
3.5,10,1010,10,999,1,0,1,0.999,0.001,0,0.999009900990099,1,0.999,0.999499874937461,0.909090909090909,1,0.952380952380952
3.75,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
4,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
2.5,10,1010,9,993,7,1,0.9,0.993,0.007,0.1,0.992079207920792,0.9,0.993,0.945357075395324,0.5625,0.9,0.692307692307692
2.75,10,1010,10,991,9,0,1,0.991,0.009,0,0.991089108910891,1,0.991,0.995489829179585,0.526315789473684,1,0.689655172413793
3,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3.25,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3.5,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
3.75,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
4,10,1010,10,999,1,0,1,0.999,0.001,0,0.999009900990099,1,0.999,0.999499874937461,0.909090909090909,1,0.952380952380952
2.5,10,1010,1,991,9,9,0.1,0.991,0.009,0.9,0.982178217821782,0.1,0.991,0.314801524773944,0.1,0.1,0.1
2.75,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3.25,10,1010,10,993,7,0,1,0.993,0.007,0,0.993069306930693,1,0.993,0.996493853468249,0.588235294117647,1,0.740740740740741
3.5,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
3.75,10,1010,10,989,11,0,1,0.989,0.011,0,0.989108910891089,1,0.989,0.994484791236146,0.476190476190476,1,0.645161290322581
4,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
2.5,10,1010,7,991,9,3,0.7,0.991,0.009,0.3,0.988118811881188,0.7,0.991,0.832886546895794,0.4375,0.7,0.538461538461538
2.75,10,1010,0,991,9,10,0,0.991,0.009,1,0.981188118811881,0,0.991,0,0,0,0
3,10,1010,10,992,8,0,1,0.992,0.008,0,0.992079207920792,1,0.992,0.995991967839099,0.555555555555556,1,0.714285714285714
3.25,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.5,10,1010,10,991,9,0,1,0.991,0.009,0,0.991089108910891,1,0.991,0.995489829179585,0.526315789473684,1,0.689655172413793
3.75,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
4,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
2.5,10,1010,0,990,10,10,0,0.99,0.01,1,0.98019801980198,0,0.99,0,0,0,0
2.75,10,1010,9,990,10,1,0.9,0.99,0.01,0.1,0.989108910891089,0.9,0.99,0.943927963353136,0.473684210526316,0.9,0.620689655172414
3,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.25,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
3.5,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
3.75,10,1010,10,991,9,0,1,0.991,0.009,0,0.991089108910891,1,0.991,0.995489829179585,0.526315789473684,1,0.689655172413793
4,10,1010,10,989,11,0,1,0.989,0.011,0,0.989108910891089,1,0.989,0.994484791236146,0.476190476190476,1,0.645161290322581
2.5,10,1010,6,989,11,4,0.6,0.989,0.011,0.4,0.985148514851485,0.6,0.989,0.77032460690283,0.352941176470588,0.6,0.444444444444444
2.75,10,1010,10,992,8,0,1,0.992,0.008,0,0.992079207920792,1,0.992,0.995991967839099,0.555555555555556,1,0.714285714285714
3,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.25,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.5,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.75,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
4,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
2.5,10,1010,9,994,6,1,0.9,0.994,0.006,0.1,0.993069306930693,0.9,0.994,0.945832966226067,0.6,0.9,0.72
2.75,10,1010,10,992,8,0,1,0.992,0.008,0,0.992079207920792,1,0.992,0.995991967839099,0.555555555555556,1,0.714285714285714
3,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
3.25,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.5,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.75,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
4,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
2.5,10,1010,2,994,6,8,0.2,0.994,0.006,0.8,0.986138613861386,0.2,0.994,0.445869936192159,0.25,0.2,0.222222222222222
2.75,10,1010,10,990,10,0,1,0.99,0.01,0,0.99009900990099,1,0.99,0.99498743710662,0.5,1,0.666666666666667
3,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3.25,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3.5,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3.75,10,1010,10,992,8,0,1,0.992,0.008,0,0.992079207920792,1,0.992,0.995991967839099,0.555555555555556,1,0.714285714285714
4,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
2.5,10,1010,1,988,12,9,0.1,0.988,0.012,0.9,0.979207920792079,0.1,0.988,0.314324672910034,0.0769230769230769,0.1,0.0869565217391304
2.75,10,1010,10,993,7,0,1,0.993,0.007,0,0.993069306930693,1,0.993,0.996493853468249,0.588235294117647,1,0.740740740740741
3,10,1010,10,994,6,0,1,0.994,0.006,0,0.994059405940594,1,0.994,0.996995486449161,0.625,1,0.769230769230769
3.25,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.5,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
3.75,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
4,10,1010,10,997,3,0,1,0.997,0.003,0,0.997029702970297,1,0.997,0.998498873309329,0.769230769230769,1,0.869565217391304
2.5,10,1010,0,986,14,10,0,0.986,0.014,1,0.976237623762376,0,0.986,0,0,0,0
2.75,10,1010,10,996,4,0,1,0.996,0.004,0,0.996039603960396,1,0.996,0.997997995989972,0.714285714285714,1,0.833333333333333
3,10,1010,10,991,9,0,1,0.991,0.009,0,0.991089108910891,1,0.991,0.995489829179585,0.526315789473684,1,0.689655172413793
3.25,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
3.5,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
3.75,10,1010,10,995,5,0,1,0.995,0.005,0,0.995049504950495,1,0.995,0.997496867163,0.666666666666667,1,0.8
4,10,1010,10,998,2,0,1,0.998,0.002,0,0.998019801980198,1,0.998,0.998999499499374,0.833333333333333,1,0.909090909090909
