"N","true_pos","true_neg","false_pos","false_neg","true_positive_rate","true_negative_rate","false_positive_rate","false_negative_rate","accuracy","sensitivity","specificity","gmean","precision","recall","fmeasure","Algo"
3015,13,2964,36,2,0.866666666666667,0.988,0.012,0.133333333333333,0.987396351575456,0.866666666666667,0.988,0.925346781842714,0.26530612244898,0.866666666666667,0.40625,"New_Lookout"
3015,9,2971,29,6,0.6,0.990333333333333,0.00966666666666667,0.4,0.988391376451078,0.6,0.990333333333333,0.770843693624071,0.236842105263158,0.6,0.339622641509434,"New_Lookout"
3015,11,2963,37,4,0.733333333333333,0.987666666666667,0.0123333333333333,0.266666666666667,0.986401326699834,0.733333333333333,0.987666666666667,0.8510516370285,0.229166666666667,0.733333333333333,0.349206349206349,"New_Lookout"
3015,13,2971,29,2,0.866666666666667,0.990333333333333,0.00966666666666667,0.133333333333333,0.98971807628524,0.866666666666667,0.990333333333333,0.92643882090988,0.30952380952381,0.866666666666667,0.456140350877193,"New_Lookout"
3015,14,2972,28,1,0.933333333333333,0.990666666666667,0.00933333333333333,0.0666666666666667,0.990381426202322,0.933333333333333,0.990666666666667,0.961572785712149,0.333333333333333,0.933333333333333,0.491228070175439,"New_Lookout"
3015,15,2968,32,0,1,0.989333333333333,0.0106666666666667,0,0.9893864013267,1,0.989333333333333,0.994652368083107,0.319148936170213,1,0.483870967741936,"New_Lookout"
3015,15,2965,35,0,1,0.988333333333333,0.0116666666666667,0,0.988391376451078,1,0.988333333333333,0.994149552800449,0.3,1,0.461538461538462,"New_Lookout"
3015,13,2967,33,2,0.866666666666667,0.989,0.011,0.133333333333333,0.988391376451078,0.866666666666667,0.989,0.925814956313265,0.282608695652174,0.866666666666667,0.426229508196721,"New_Lookout"
3015,14,2968,32,1,0.933333333333333,0.989333333333333,0.0106666666666667,0.0666666666666667,0.989054726368159,0.933333333333333,0.989333333333333,0.960925479825453,0.304347826086957,0.933333333333333,0.459016393442623,"New_Lookout"
4020,18,3955,45,2,0.9,0.98875,0.01125,0.1,0.988308457711443,0.9,0.98875,0.943331861011807,0.285714285714286,0.9,0.433734939759036,"New_Lookout"
4020,14,3955,45,6,0.7,0.98875,0.01125,0.3,0.987313432835821,0.7,0.98875,0.83194050268033,0.23728813559322,0.7,0.354430379746835,"New_Lookout"
4020,16,3963,37,4,0.8,0.99075,0.00925,0.2,0.989800995024876,0.8,0.99075,0.890280854562199,0.30188679245283,0.8,0.438356164383562,"New_Lookout"
4020,17,3952,48,3,0.85,0.988,0.012,0.15,0.987313432835821,0.85,0.988,0.916406023550697,0.261538461538462,0.85,0.4,"New_Lookout"
4020,16,3953,47,4,0.8,0.98825,0.01175,0.2,0.987313432835821,0.8,0.98825,0.889156904038877,0.253968253968254,0.8,0.385542168674699,"New_Lookout"
4020,19,3958,42,1,0.95,0.9895,0.0105,0.05,0.989303482587065,0.95,0.9895,0.969548864163122,0.311475409836066,0.95,0.469135802469136,"New_Lookout"
4020,17,3954,46,3,0.85,0.9885,0.0115,0.15,0.987810945273632,0.85,0.9885,0.916637878335824,0.26984126984127,0.85,0.409638554216867,"New_Lookout"
4020,16,3953,47,4,0.8,0.98825,0.01175,0.2,0.987313432835821,0.8,0.98825,0.889156904038877,0.253968253968254,0.8,0.385542168674699,"New_Lookout"
4020,16,3953,47,4,0.8,0.98825,0.01175,0.2,0.987313432835821,0.8,0.98825,0.889156904038877,0.253968253968254,0.8,0.385542168674699,"New_Lookout"
4020,17,3950,50,3,0.85,0.9875,0.0125,0.15,0.98681592039801,0.85,0.9875,0.916174110090435,0.253731343283582,0.85,0.390804597701149,"New_Lookout"
5025,20,4943,57,5,0.8,0.9886,0.0114,0.2,0.987661691542289,0.8,0.9886,0.889314342625823,0.25974025974026,0.8,0.392156862745098,"New_Lookout"
5025,23,4941,59,2,0.92,0.9882,0.0118,0.08,0.987860696517413,0.92,0.9882,0.95349042994673,0.280487804878049,0.92,0.429906542056075,"New_Lookout"
5025,23,4951,49,2,0.92,0.9902,0.0098,0.08,0.989850746268657,0.92,0.9902,0.954454818207756,0.319444444444444,0.92,0.474226804123711,"New_Lookout"
5025,16,4956,44,9,0.64,0.9912,0.0088,0.36,0.989452736318408,0.64,0.9912,0.796472221737833,0.266666666666667,0.64,0.376470588235294,"New_Lookout"
5025,22,4938,62,3,0.88,0.9876,0.0124,0.12,0.987064676616915,0.88,0.9876,0.932248893804653,0.261904761904762,0.88,0.403669724770642,"New_Lookout"
5025,21,4947,53,4,0.84,0.9894,0.0106,0.16,0.98865671641791,0.84,0.9894,0.911644667620011,0.283783783783784,0.84,0.424242424242424,"New_Lookout"
5025,19,4946,54,6,0.76,0.9892,0.0108,0.24,0.988059701492537,0.76,0.9892,0.867059398195994,0.26027397260274,0.76,0.387755102040816,"New_Lookout"
5025,15,4952,48,10,0.6,0.9904,0.0096,0.4,0.988457711442786,0.6,0.9904,0.770869638784665,0.238095238095238,0.6,0.340909090909091,"New_Lookout"
5025,20,4943,57,5,0.8,0.9886,0.0114,0.2,0.987661691542289,0.8,0.9886,0.889314342625823,0.25974025974026,0.8,0.392156862745098,"New_Lookout"
5025,20,4940,60,5,0.8,0.988,0.012,0.2,0.987064676616915,0.8,0.988,0.889044430835715,0.25,0.8,0.380952380952381,"New_Lookout"
6030,29,5938,62,1,0.966666666666667,0.989666666666667,0.0103333333333333,0.0333333333333333,0.98955223880597,0.966666666666667,0.989666666666667,0.978099063376393,0.318681318681319,0.966666666666667,0.479338842975207,"New_Lookout"
6030,30,5938,62,0,1,0.989666666666667,0.0103333333333333,0,0.98971807628524,1,0.989666666666667,0.994819916701845,0.326086956521739,1,0.491803278688525,"New_Lookout"
6030,23,5944,56,7,0.766666666666667,0.990666666666667,0.00933333333333333,0.233333333333333,0.98955223880597,0.766666666666667,0.990666666666667,0.871499346592475,0.291139240506329,0.766666666666667,0.422018348623853,"New_Lookout"
6030,25,5938,62,5,0.833333333333333,0.989666666666667,0.0103333333333333,0.166666666666667,0.988888888888889,0.833333333333333,0.989666666666667,0.908142181721685,0.28735632183908,0.833333333333333,0.427350427350427,"New_Lookout"
6030,24,5948,52,6,0.8,0.991333333333333,0.00866666666666667,0.2,0.990381426202322,0.8,0.991333333333333,0.890542905573149,0.315789473684211,0.8,0.452830188679245,"New_Lookout"
6030,24,5933,67,6,0.8,0.988833333333333,0.0111666666666667,0.2,0.987893864013267,0.8,0.988833333333333,0.889419286201208,0.263736263736264,0.8,0.396694214876033,"New_Lookout"
6030,28,5935,65,2,0.933333333333333,0.989166666666667,0.0108333333333333,0.0666666666666667,0.988888888888889,0.933333333333333,0.989166666666667,0.960844535927755,0.301075268817204,0.933333333333333,0.455284552845528,"New_Lookout"
6030,26,5936,64,4,0.866666666666667,0.989333333333333,0.0106666666666667,0.133333333333333,0.988723051409619,0.866666666666667,0.989333333333333,0.925970961867715,0.288888888888889,0.866666666666667,0.433333333333333,"New_Lookout"
6030,19,5943,57,11,0.633333333333333,0.9905,0.0095,0.366666666666667,0.988723051409619,0.633333333333333,0.9905,0.792033248460358,0.25,0.633333333333333,0.358490566037736,"New_Lookout"
6030,19,5930,70,11,0.633333333333333,0.988333333333333,0.0116666666666667,0.366666666666667,0.986567164179105,0.633333333333333,0.988333333333333,0.791166508672128,0.213483146067416,0.633333333333333,0.319327731092437,"New_Lookout"
7035,20,6938,62,15,0.571428571428571,0.991142857142857,0.00885714285714286,0.428571428571429,0.989054726368159,0.571428571428571,0.991142857142857,0.752573814943608,0.24390243902439,0.571428571428571,0.341880341880342,"New_Lookout"
7035,31,6914,86,4,0.885714285714286,0.987714285714286,0.0122857142857143,0.114285714285714,0.987206823027719,0.885714285714286,0.987714285714286,0.935324891714758,0.264957264957265,0.885714285714286,0.407894736842105,"New_Lookout"
7035,24,6937,63,11,0.685714285714286,0.991,0.009,0.314285714285714,0.989481165600569,0.685714285714286,0.991,0.824343894950922,0.275862068965517,0.685714285714286,0.39344262295082,"New_Lookout"
7035,18,6926,74,17,0.514285714285714,0.989428571428571,0.0105714285714286,0.485714285714286,0.987064676616915,0.514285714285714,0.989428571428571,0.713336512167881,0.195652173913043,0.514285714285714,0.283464566929134,"New_Lookout"
7035,26,6929,71,9,0.742857142857143,0.989857142857143,0.0101428571428571,0.257142857142857,0.98862828713575,0.742857142857143,0.989857142857143,0.857509445417129,0.268041237113402,0.742857142857143,0.393939393939394,"New_Lookout"
7035,20,6927,73,15,0.571428571428571,0.989571428571429,0.0104285714285714,0.428571428571429,0.987491115849325,0.571428571428571,0.989571428571429,0.751976986187145,0.21505376344086,0.571428571428571,0.3125,"New_Lookout"
7035,32,6921,79,3,0.914285714285714,0.988714285714286,0.0112857142857143,0.0857142857142857,0.988343994314144,0.914285714285714,0.988714285714286,0.950771974207683,0.288288288288288,0.914285714285714,0.438356164383562,"New_Lookout"
7035,26,6911,89,9,0.742857142857143,0.987285714285714,0.0127142857142857,0.257142857142857,0.986069651741294,0.742857142857143,0.987285714285714,0.85639491176557,0.226086956521739,0.742857142857143,0.346666666666667,"New_Lookout"
7035,26,6919,81,9,0.742857142857143,0.988428571428571,0.0115714285714286,0.257142857142857,0.987206823027719,0.742857142857143,0.988428571428571,0.856890439023447,0.242990654205607,0.742857142857143,0.366197183098592,"New_Lookout"
7035,15,6934,66,20,0.428571428571429,0.990571428571429,0.00942857142857143,0.571428571428571,0.987775408670931,0.428571428571429,0.990571428571429,0.651560137090122,0.185185185185185,0.428571428571429,0.258620689655172,"New_Lookout"
8040,27,7932,68,13,0.675,0.9915,0.0085,0.325,0.989925373134328,0.675,0.9915,0.818084653321403,0.284210526315789,0.675,0.4,"New_Lookout"
8040,35,7928,72,5,0.875,0.991,0.009,0.125,0.990422885572139,0.875,0.991,0.931195468202031,0.327102803738318,0.875,0.476190476190476,"New_Lookout"
8040,30,7921,79,10,0.75,0.990125,0.009875,0.25,0.988930348258707,0.75,0.990125,0.86173879453115,0.275229357798165,0.75,0.402684563758389,"New_Lookout"
8040,32,7915,85,8,0.8,0.989375,0.010625,0.2,0.988432835820895,0.8,0.989375,0.889662857491533,0.273504273504274,0.8,0.407643312101911,"New_Lookout"
8040,27,7920,80,13,0.675,0.99,0.01,0.325,0.988432835820895,0.675,0.99,0.817465595606323,0.252336448598131,0.675,0.36734693877551,"New_Lookout"
8040,38,7909,91,2,0.95,0.988625,0.011375,0.05,0.988432835820895,0.95,0.988625,0.969120090597651,0.294573643410853,0.95,0.449704142011834,"New_Lookout"
8040,25,7929,71,15,0.625,0.991125,0.008875,0.375,0.989303482587065,0.625,0.991125,0.787053444818076,0.260416666666667,0.625,0.367647058823529,"New_Lookout"
8040,27,7928,72,13,0.675,0.991,0.009,0.325,0.989427860696517,0.675,0.991,0.817878352812935,0.272727272727273,0.675,0.388489208633093,"New_Lookout"
8040,35,7914,86,5,0.875,0.98925,0.01075,0.125,0.988681592039801,0.875,0.98925,0.930372909106881,0.289256198347107,0.875,0.434782608695652,"New_Lookout"
8040,30,7923,77,10,0.75,0.990375,0.009625,0.25,0.989179104477612,0.75,0.990375,0.861847579331752,0.280373831775701,0.75,0.408163265306122,"New_Lookout"
9045,30,8910,90,15,0.666666666666667,0.99,0.01,0.333333333333333,0.988391376451078,0.666666666666667,0.99,0.812403840463596,0.25,0.666666666666667,0.363636363636364,"New_Lookout"
9045,31,8911,89,14,0.688888888888889,0.990111111111111,0.00988888888888889,0.311111111111111,0.988612493090105,0.688888888888889,0.990111111111111,0.825879254618904,0.258333333333333,0.688888888888889,0.375757575757576,"New_Lookout"
9045,37,8918,82,8,0.822222222222222,0.990888888888889,0.00911111111111111,0.177777777777778,0.990049751243781,0.822222222222222,0.990888888888889,0.902624431420694,0.310924369747899,0.822222222222222,0.451219512195122,"New_Lookout"
9045,40,8902,98,5,0.888888888888889,0.989111111111111,0.0108888888888889,0.111111111111111,0.988612493090105,0.888888888888889,0.989111111111111,0.937661920173369,0.289855072463768,0.888888888888889,0.437158469945355,"New_Lookout"
9045,30,8917,83,15,0.666666666666667,0.990777777777778,0.00922222222222222,0.333333333333333,0.989165284687673,0.666666666666667,0.990777777777778,0.812722903896844,0.265486725663717,0.666666666666667,0.379746835443038,"New_Lookout"
9045,28,8913,87,17,0.622222222222222,0.990333333333333,0.00966666666666667,0.377777777777778,0.988501934770591,0.622222222222222,0.990333333333333,0.784988794447034,0.243478260869565,0.622222222222222,0.35,"New_Lookout"
9045,27,8919,81,18,0.6,0.991,0.009,0.4,0.989054726368159,0.6,0.991,0.77110310594628,0.25,0.6,0.352941176470588,"New_Lookout"
9045,30,8922,78,15,0.666666666666667,0.991333333333333,0.00866666666666667,0.333333333333333,0.98971807628524,0.666666666666667,0.991333333333333,0.812950729681011,0.277777777777778,0.666666666666667,0.392156862745098,"New_Lookout"
9045,28,8902,98,17,0.622222222222222,0.989111111111111,0.0108888888888889,0.377777777777778,0.987285793255942,0.622222222222222,0.989111111111111,0.784504247012243,0.222222222222222,0.622222222222222,0.327485380116959,"New_Lookout"
9045,39,8900,100,6,0.866666666666667,0.988888888888889,0.0111111111111111,0.133333333333333,0.988280818131564,0.866666666666667,0.988888888888889,0.925762948619698,0.280575539568345,0.866666666666667,0.423913043478261,"New_Lookout"
10050,33,9908,92,17,0.66,0.9908,0.0092,0.34,0.989154228855721,0.66,0.9908,0.808658147797943,0.264,0.66,0.377142857142857,"New_Lookout"
10050,31,9895,105,19,0.62,0.9895,0.0105,0.38,0.987661691542289,0.62,0.9895,0.783256024553913,0.227941176470588,0.62,0.333333333333333,"New_Lookout"
10050,35,9901,99,15,0.7,0.9901,0.0099,0.3,0.98865671641791,0.7,0.9901,0.832508258217298,0.261194029850746,0.7,0.380434782608696,"New_Lookout"
10050,30,9904,96,20,0.6,0.9904,0.0096,0.4,0.988457711442786,0.6,0.9904,0.770869638784665,0.238095238095238,0.6,0.340909090909091,"New_Lookout"
10050,31,9902,98,19,0.62,0.9902,0.0098,0.38,0.988358208955224,0.62,0.9902,0.783533024192344,0.24031007751938,0.62,0.346368715083799,"New_Lookout"
10050,37,9891,109,13,0.74,0.9891,0.0109,0.26,0.987860696517413,0.74,0.9891,0.855531413800803,0.253424657534247,0.74,0.377551020408163,"New_Lookout"
10050,37,9902,98,13,0.74,0.9902,0.0098,0.26,0.988955223880597,0.74,0.9902,0.856007009317097,0.274074074074074,0.74,0.4,"New_Lookout"
10050,31,9908,92,19,0.62,0.9908,0.0092,0.38,0.988955223880597,0.62,0.9908,0.783770374535807,0.252032520325203,0.62,0.358381502890173,"New_Lookout"
10050,32,9915,85,18,0.64,0.9915,0.0085,0.36,0.989751243781095,0.64,0.9915,0.796592744129646,0.273504273504274,0.64,0.383233532934132,"New_Lookout"
10050,26,9909,91,24,0.52,0.9909,0.0091,0.48,0.988557213930348,0.52,0.9909,0.717821704882208,0.222222222222222,0.52,0.311377245508982,"New_Lookout"
1005,2,989,11,3,0.4,0.989,0.011,0.6,0.986069651741294,0.4,0.989,0.628967407740656,0.153846153846154,0.4,0.222222222222222,"Old_Lookout"
1005,1,985,15,4,0.2,0.985,0.015,0.8,0.981094527363184,0.2,0.985,0.443846820423443,0.0625,0.2,0.0952380952380952,"Old_Lookout"
1005,2,990,10,3,0.4,0.99,0.01,0.6,0.987064676616915,0.4,0.99,0.629285308902091,0.166666666666667,0.4,0.235294117647059,"Old_Lookout"
1005,4,993,7,1,0.8,0.993,0.007,0.2,0.992039800995025,0.8,0.993,0.891291198206288,0.363636363636364,0.8,0.5,"Old_Lookout"
1005,4,989,11,1,0.8,0.989,0.011,0.2,0.988059701492537,0.8,0.989,0.889494238317483,0.266666666666667,0.8,0.4,"Old_Lookout"
1005,3,990,10,2,0.6,0.99,0.01,0.4,0.988059701492537,0.6,0.99,0.770713954719908,0.230769230769231,0.6,0.333333333333333,"Old_Lookout"
1005,5,992,8,0,1,0.992,0.008,0,0.992039800995025,1,0.992,0.995991967839099,0.384615384615385,1,0.555555555555556,"Old_Lookout"
1005,4,988,12,1,0.8,0.988,0.012,0.2,0.987064676616915,0.8,0.988,0.889044430835715,0.25,0.8,0.380952380952381,"Old_Lookout"
1005,2,990,10,3,0.4,0.99,0.01,0.6,0.987064676616915,0.4,0.99,0.629285308902091,0.166666666666667,0.4,0.235294117647059,"Old_Lookout"
1005,5,989,11,0,1,0.989,0.011,0,0.989054726368159,1,0.989,0.994484791236146,0.3125,1,0.476190476190476,"Old_Lookout"
2010,10,1979,21,0,1,0.9895,0.0105,0,0.98955223880597,1,0.9895,0.994736145920113,0.32258064516129,1,0.48780487804878,"Old_Lookout"
2010,6,1982,18,4,0.6,0.991,0.009,0.4,0.989054726368159,0.6,0.991,0.77110310594628,0.25,0.6,0.352941176470588,"Old_Lookout"
2010,6,1984,16,4,0.6,0.992,0.008,0.4,0.990049751243781,0.6,0.992,0.771492060879436,0.272727272727273,0.6,0.375,"Old_Lookout"
2010,7,1979,21,3,0.7,0.9895,0.0105,0.3,0.988059701492537,0.7,0.9895,0.832255970239926,0.25,0.7,0.368421052631579,"Old_Lookout"
2010,6,1982,18,4,0.6,0.991,0.009,0.4,0.989054726368159,0.6,0.991,0.77110310594628,0.25,0.6,0.352941176470588,"Old_Lookout"
2010,9,1983,17,1,0.9,0.9915,0.0085,0.1,0.991044776119403,0.9,0.9915,0.944642789630027,0.346153846153846,0.9,0.5,"Old_Lookout"
2010,4,1980,20,6,0.4,0.99,0.01,0.6,0.987064676616915,0.4,0.99,0.629285308902091,0.166666666666667,0.4,0.235294117647059,"Old_Lookout"
2010,5,1981,19,5,0.5,0.9905,0.0095,0.5,0.988059701492537,0.5,0.9905,0.703740008810072,0.208333333333333,0.5,0.294117647058824,"Old_Lookout"
2010,7,1983,17,3,0.7,0.9915,0.0085,0.3,0.990049751243781,0.7,0.9915,0.833096633050452,0.291666666666667,0.7,0.411764705882353,"Old_Lookout"
2010,8,1982,18,2,0.8,0.991,0.009,0.2,0.990049751243781,0.8,0.991,0.890393171582083,0.307692307692308,0.8,0.444444444444444,"Old_Lookout"
3015,10,2976,24,5,0.666666666666667,0.992,0.008,0.333333333333333,0.990381426202322,0.666666666666667,0.992,0.813224036372102,0.294117647058824,0.666666666666667,0.408163265306122,"Old_Lookout"
3015,9,2973,27,6,0.6,0.991,0.009,0.4,0.989054726368159,0.6,0.991,0.77110310594628,0.25,0.6,0.352941176470588,"Old_Lookout"
3015,7,2975,25,8,0.466666666666667,0.991666666666667,0.00833333333333333,0.533333333333333,0.989054726368159,0.466666666666667,0.991666666666667,0.680277721065285,0.21875,0.466666666666667,0.297872340425532,"Old_Lookout"
3015,8,2971,29,7,0.533333333333333,0.990333333333333,0.00966666666666667,0.466666666666667,0.988059701492537,0.533333333333333,0.990333333333333,0.726758403995288,0.216216216216216,0.533333333333333,0.307692307692308,"Old_Lookout"
3015,12,2976,24,3,0.8,0.992,0.008,0.2,0.991044776119403,0.8,0.992,0.890842298052804,0.333333333333333,0.8,0.470588235294118,"Old_Lookout"
3015,11,2979,21,4,0.733333333333333,0.993,0.007,0.266666666666667,0.991708126036484,0.733333333333333,0.993,0.853346354067327,0.34375,0.733333333333333,0.468085106382979,"Old_Lookout"
3015,15,2968,32,0,1,0.989333333333333,0.0106666666666667,0,0.9893864013267,1,0.989333333333333,0.994652368083107,0.319148936170213,1,0.483870967741936,"Old_Lookout"
3015,12,2971,29,3,0.8,0.990333333333333,0.00966666666666667,0.2,0.9893864013267,0.8,0.990333333333333,0.890093628033965,0.292682926829268,0.8,0.428571428571428,"Old_Lookout"
3015,11,2973,27,4,0.733333333333333,0.991,0.009,0.266666666666667,0.98971807628524,0.733333333333333,0.991,0.852486559033826,0.289473684210526,0.733333333333333,0.415094339622642,"Old_Lookout"
3015,12,2974,26,3,0.8,0.991333333333333,0.00866666666666667,0.2,0.990381426202322,0.8,0.991333333333333,0.890542905573149,0.315789473684211,0.8,0.452830188679245,"Old_Lookout"
4020,18,3964,36,2,0.9,0.991,0.009,0.1,0.990547263681592,0.9,0.991,0.944404574321832,0.333333333333333,0.9,0.486486486486486,"Old_Lookout"
4020,13,3958,42,7,0.65,0.9895,0.0105,0.35,0.987810945273632,0.65,0.9895,0.801981919995707,0.236363636363636,0.65,0.346666666666667,"Old_Lookout"
4020,16,3966,34,4,0.8,0.9915,0.0085,0.2,0.990547263681592,0.8,0.9915,0.890617763128493,0.32,0.8,0.457142857142857,"Old_Lookout"
4020,16,3963,37,4,0.8,0.99075,0.00925,0.2,0.989800995024876,0.8,0.99075,0.890280854562199,0.30188679245283,0.8,0.438356164383562,"Old_Lookout"
4020,12,3961,39,8,0.6,0.99025,0.00975,0.4,0.988308457711443,0.6,0.99025,0.770811260945246,0.235294117647059,0.6,0.338028169014085,"Old_Lookout"
4020,18,3965,35,2,0.9,0.99125,0.00875,0.1,0.990796019900497,0.9,0.99125,0.94452368948587,0.339622641509434,0.9,0.493150684931507,"Old_Lookout"
4020,11,3965,35,9,0.55,0.99125,0.00875,0.45,0.989054726368159,0.55,0.99125,0.738368133115183,0.239130434782609,0.55,0.333333333333333,"Old_Lookout"
4020,12,3960,40,8,0.6,0.99,0.01,0.4,0.988059701492537,0.6,0.99,0.770713954719908,0.230769230769231,0.6,0.333333333333333,"Old_Lookout"
4020,12,3960,40,8,0.6,0.99,0.01,0.4,0.988059701492537,0.6,0.99,0.770713954719908,0.230769230769231,0.6,0.333333333333333,"Old_Lookout"
4020,15,3965,35,5,0.75,0.99125,0.00875,0.25,0.990049751243781,0.75,0.99125,0.862228218049027,0.3,0.75,0.428571428571428,"Old_Lookout"
5025,14,4955,45,11,0.56,0.991,0.009,0.44,0.988855721393035,0.56,0.991,0.744956374561625,0.23728813559322,0.56,0.333333333333333,"Old_Lookout"
5025,14,4949,51,11,0.56,0.9898,0.0102,0.44,0.987661691542289,0.56,0.9898,0.744505204817267,0.215384615384615,0.56,0.311111111111111,"Old_Lookout"
5025,18,4959,41,7,0.72,0.9918,0.0082,0.28,0.99044776119403,0.72,0.9918,0.845042010789996,0.305084745762712,0.72,0.428571428571429,"Old_Lookout"
5025,17,4953,47,8,0.68,0.9906,0.0094,0.32,0.989054726368159,0.68,0.9906,0.820736254834645,0.265625,0.68,0.382022471910112,"Old_Lookout"
5025,17,4951,49,8,0.68,0.9902,0.0098,0.32,0.98865671641791,0.68,0.9902,0.82057053322673,0.257575757575758,0.68,0.373626373626374,"Old_Lookout"
5025,15,4953,47,10,0.6,0.9906,0.0094,0.4,0.98865671641791,0.6,0.9906,0.77094746902756,0.241935483870968,0.6,0.344827586206897,"Old_Lookout"
5025,12,4959,41,13,0.48,0.9918,0.0082,0.52,0.989253731343284,0.48,0.9918,0.689973912550322,0.226415094339623,0.48,0.307692307692308,"Old_Lookout"
5025,12,4958,42,13,0.48,0.9916,0.0084,0.52,0.989054726368159,0.48,0.9916,0.689904341195212,0.222222222222222,0.48,0.30379746835443,"Old_Lookout"
5025,16,4957,43,9,0.64,0.9914,0.0086,0.36,0.989651741293532,0.64,0.9914,0.796552572025224,0.271186440677966,0.64,0.380952380952381,"Old_Lookout"
5025,12,4954,46,13,0.48,0.9908,0.0092,0.52,0.988258706467662,0.48,0.9908,0.68962598558929,0.206896551724138,0.48,0.289156626506024,"Old_Lookout"
6030,23,5944,56,7,0.766666666666667,0.990666666666667,0.00933333333333333,0.233333333333333,0.98955223880597,0.766666666666667,0.990666666666667,0.871499346592475,0.291139240506329,0.766666666666667,0.422018348623853,"Old_Lookout"
6030,26,5948,52,4,0.866666666666667,0.991333333333333,0.00866666666666667,0.133333333333333,0.990713101160862,0.866666666666667,0.991333333333333,0.926906443798702,0.333333333333333,0.866666666666667,0.481481481481481,"Old_Lookout"
6030,26,5938,62,4,0.866666666666667,0.989666666666667,0.0103333333333333,0.133333333333333,0.989054726368159,0.866666666666667,0.989666666666667,0.92612694114312,0.295454545454545,0.866666666666667,0.440677966101695,"Old_Lookout"
6030,23,5947,53,7,0.766666666666667,0.991166666666667,0.00883333333333333,0.233333333333333,0.990049751243781,0.766666666666667,0.991166666666667,0.871719246342792,0.302631578947368,0.766666666666667,0.433962264150943,"Old_Lookout"
