"N","true_pos","true_neg","false_pos","false_neg","true_positive_rate","true_negative_rate","false_positive_rate","false_negative_rate","accuracy","sensitivity","specificity","gmean","precision","recall","fmeasure","Algo"
6030,27,5929,71,3,0.9,0.988166666666667,0.0118333333333333,0.1,0.987728026533997,0.9,0.988166666666667,0.943053550971524,0.275510204081633,0.9,0.421875,"New_Lookout"
6030,25,5950,50,5,0.833333333333333,0.991666666666667,0.00833333333333333,0.166666666666667,0.990878938640133,0.833333333333333,0.991666666666667,0.90905934288631,0.333333333333333,0.833333333333333,0.476190476190476,"New_Lookout"
7035,24,6954,46,11,0.685714285714286,0.993428571428571,0.00657142857142857,0.314285714285714,0.991897654584222,0.685714285714286,0.993428571428571,0.825353356608735,0.342857142857143,0.685714285714286,0.457142857142857,"New_Lookout"
7035,25,6953,47,10,0.714285714285714,0.993285714285714,0.00671428571428571,0.285714285714286,0.991897654584222,0.714285714285714,0.993285714285714,0.842312172486168,0.347222222222222,0.714285714285714,0.467289719626168,"New_Lookout"
7035,32,6929,71,3,0.914285714285714,0.989857142857143,0.0101428571428571,0.0857142857142857,0.989481165600569,0.914285714285714,0.989857142857143,0.951321315275737,0.310679611650485,0.914285714285714,0.463768115942029,"New_Lookout"
7035,23,6936,64,12,0.657142857142857,0.990857142857143,0.00914285714285714,0.342857142857143,0.989196872778962,0.657142857142857,0.990857142857143,0.806929175254899,0.264367816091954,0.657142857142857,0.377049180327869,"New_Lookout"
7035,27,6951,49,8,0.771428571428571,0.993,0.007,0.228571428571429,0.991897654584222,0.771428571428571,0.993,0.875230581863186,0.355263157894737,0.771428571428571,0.486486486486486,"New_Lookout"
7035,32,6937,63,3,0.914285714285714,0.991,0.009,0.0857142857142857,0.990618336886994,0.914285714285714,0.991,0.951870339309479,0.336842105263158,0.914285714285714,0.492307692307692,"New_Lookout"
7035,26,6951,49,9,0.742857142857143,0.993,0.007,0.257142857142857,0.991755508173419,0.742857142857143,0.993,0.858869689101404,0.346666666666667,0.742857142857143,0.472727272727273,"New_Lookout"
7035,29,6948,52,6,0.828571428571429,0.992571428571429,0.00742857142857143,0.171428571428571,0.991755508173419,0.828571428571429,0.992571428571429,0.906871725510622,0.358024691358025,0.828571428571429,0.5,"New_Lookout"
7035,25,6936,64,10,0.714285714285714,0.990857142857143,0.00914285714285714,0.285714285714286,0.989481165600569,0.714285714285714,0.990857142857143,0.841281820819169,0.280898876404494,0.714285714285714,0.403225806451613,"New_Lookout"
7035,32,6945,55,3,0.914285714285714,0.992142857142857,0.00785714285714286,0.0857142857142857,0.991755508173419,0.914285714285714,0.992142857142857,0.952419046857173,0.367816091954023,0.914285714285714,0.524590163934426,"New_Lookout"
8040,35,7925,75,5,0.875,0.990625,0.009375,0.125,0.990049751243781,0.875,0.990625,0.931019266717934,0.318181818181818,0.875,0.466666666666667,"New_Lookout"
8040,32,7929,71,8,0.8,0.991125,0.008875,0.2,0.990174129353234,0.8,0.991125,0.89044932477935,0.310679611650485,0.8,0.447552447552447,"New_Lookout"
8040,26,7944,56,14,0.65,0.993,0.007,0.35,0.991293532338308,0.65,0.993,0.803399029125627,0.317073170731707,0.65,0.426229508196721,"New_Lookout"
8040,23,7946,54,17,0.575,0.99325,0.00675,0.425,0.991169154228856,0.575,0.99325,0.755723990620914,0.298701298701299,0.575,0.393162393162393,"New_Lookout"
8040,34,7921,79,6,0.85,0.990125,0.009875,0.15,0.989427860696517,0.85,0.990125,0.917391001699929,0.300884955752212,0.85,0.444444444444444,"New_Lookout"
8040,30,7939,61,10,0.75,0.992375,0.007625,0.25,0.991169154228856,0.75,0.992375,0.862717363914741,0.32967032967033,0.75,0.458015267175573,"New_Lookout"
8040,29,7946,54,11,0.725,0.99325,0.00675,0.275,0.991915422885572,0.725,0.99325,0.848590743527173,0.349397590361446,0.725,0.471544715447154,"New_Lookout"
8040,26,7939,61,14,0.65,0.992375,0.007625,0.35,0.990671641791045,0.65,0.992375,0.803146157308867,0.298850574712644,0.65,0.409448818897638,"New_Lookout"
8040,31,7933,67,9,0.775,0.991625,0.008375,0.225,0.990547263681592,0.775,0.991625,0.876646664854205,0.316326530612245,0.775,0.449275362318841,"New_Lookout"
8040,29,7935,65,11,0.725,0.991875,0.008125,0.275,0.990547263681592,0.725,0.991875,0.848003169215776,0.308510638297872,0.725,0.432835820895522,"New_Lookout"
9045,32,8926,74,13,0.711111111111111,0.991777777777778,0.00822222222222222,0.288888888888889,0.990381426202322,0.711111111111111,0.991777777777778,0.839800093790697,0.30188679245283,0.711111111111111,0.423841059602649,"New_Lookout"
9045,36,8935,65,9,0.8,0.992777777777778,0.00722222222222222,0.2,0.991818684355998,0.8,0.992777777777778,0.891191462157388,0.356435643564356,0.8,0.493150684931507,"New_Lookout"
9045,32,8947,53,13,0.711111111111111,0.994111111111111,0.00588888888888889,0.288888888888889,0.992703150912106,0.711111111111111,0.994111111111111,0.840787402849331,0.376470588235294,0.711111111111111,0.492307692307692,"New_Lookout"
9045,33,8932,68,12,0.733333333333333,0.992444444444444,0.00755555555555556,0.266666666666667,0.991155334438917,0.733333333333333,0.992444444444444,0.853107609034518,0.326732673267327,0.733333333333333,0.452054794520548,"New_Lookout"
9045,39,8932,68,6,0.866666666666667,0.992444444444444,0.00755555555555556,0.133333333333333,0.991818684355998,0.866666666666667,0.992444444444444,0.92742574825078,0.364485981308411,0.866666666666667,0.513157894736842,"New_Lookout"
9045,39,8936,64,6,0.866666666666667,0.992888888888889,0.00711111111111111,0.133333333333333,0.992260917634052,0.866666666666667,0.992888888888889,0.927633388631362,0.378640776699029,0.866666666666667,0.527027027027027,"New_Lookout"
9045,28,8933,67,17,0.622222222222222,0.992555555555556,0.00744444444444444,0.377777777777778,0.990713101160862,0.622222222222222,0.992555555555556,0.78586902436525,0.294736842105263,0.622222222222222,0.4,"New_Lookout"
9045,35,8944,56,10,0.777777777777778,0.993777777777778,0.00622222222222222,0.222222222222222,0.992703150912106,0.777777777777778,0.993777777777778,0.879169080214345,0.384615384615385,0.777777777777778,0.514705882352941,"New_Lookout"
9045,34,8932,68,11,0.755555555555556,0.992444444444444,0.00755555555555556,0.244444444444444,0.99126589275843,0.755555555555556,0.992444444444444,0.86593701478817,0.333333333333333,0.755555555555556,0.462585034013605,"New_Lookout"
9045,29,8938,62,16,0.644444444444444,0.993111111111111,0.00688888888888889,0.355555555555556,0.991376451077944,0.644444444444444,0.993111111111111,0.800003086413799,0.318681318681319,0.644444444444444,0.426470588235294,"New_Lookout"
10050,31,9922,78,19,0.62,0.9922,0.0078,0.38,0.990348258706468,0.62,0.9922,0.784323912678939,0.284403669724771,0.62,0.389937106918239,"New_Lookout"
10050,36,9935,65,14,0.72,0.9935,0.0065,0.28,0.992139303482587,0.72,0.9935,0.845765925064376,0.356435643564356,0.72,0.47682119205298,"New_Lookout"
10050,31,9939,61,19,0.62,0.9939,0.0061,0.38,0.992039800995025,0.62,0.9939,0.784995541388612,0.33695652173913,0.62,0.436619718309859,"New_Lookout"
10050,43,9907,93,7,0.86,0.9907,0.0093,0.14,0.990049751243781,0.86,0.9907,0.923039544114985,0.316176470588235,0.86,0.462365591397849,"New_Lookout"
10050,37,9938,62,13,0.74,0.9938,0.0062,0.26,0.992537313432836,0.74,0.9938,0.857561659590726,0.373737373737374,0.74,0.496644295302013,"New_Lookout"
10050,32,9938,62,18,0.64,0.9938,0.0062,0.36,0.992039800995025,0.64,0.9938,0.797516144037223,0.340425531914894,0.64,0.444444444444444,"New_Lookout"
10050,34,9932,68,16,0.68,0.9932,0.0068,0.32,0.991641791044776,0.68,0.9932,0.821812630713352,0.333333333333333,0.68,0.447368421052632,"New_Lookout"
10050,43,9930,70,7,0.86,0.993,0.007,0.14,0.992338308457711,0.86,0.993,0.924110383017094,0.380530973451327,0.86,0.52760736196319,"New_Lookout"
10050,38,9932,68,12,0.76,0.9932,0.0068,0.24,0.992039800995025,0.76,0.9932,0.868810681333972,0.358490566037736,0.76,0.487179487179487,"New_Lookout"
10050,32,9938,62,18,0.64,0.9938,0.0062,0.36,0.992039800995025,0.64,0.9938,0.797516144037223,0.340425531914894,0.64,0.444444444444444,"New_Lookout"
1005,5,989,11,0,1,0.989,0.011,0,0.989054726368159,1,0.989,0.994484791236146,0.3125,1,0.476190476190476,"Old_Lookout"
1005,5,992,8,0,1,0.992,0.008,0,0.992039800995025,1,0.992,0.995991967839099,0.384615384615385,1,0.555555555555556,"Old_Lookout"
1005,2,994,6,3,0.4,0.994,0.006,0.6,0.991044776119403,0.4,0.994,0.630555310817378,0.25,0.4,0.307692307692308,"Old_Lookout"
1005,5,990,10,0,1,0.99,0.01,0,0.990049751243781,1,0.99,0.99498743710662,0.333333333333333,1,0.5,"Old_Lookout"
1005,4,991,9,1,0.8,0.991,0.009,0.2,0.990049751243781,0.8,0.991,0.890393171582083,0.307692307692308,0.8,0.444444444444444,"Old_Lookout"
1005,5,988,12,0,1,0.988,0.012,0,0.988059701492537,1,0.988,0.993981891183134,0.294117647058824,1,0.454545454545455,"Old_Lookout"
1005,3,991,9,2,0.6,0.991,0.009,0.4,0.989054726368159,0.6,0.991,0.77110310594628,0.25,0.6,0.352941176470588,"Old_Lookout"
1005,5,989,11,0,1,0.989,0.011,0,0.989054726368159,1,0.989,0.994484791236146,0.3125,1,0.476190476190476,"Old_Lookout"
1005,4,992,8,1,0.8,0.992,0.008,0.2,0.991044776119403,0.8,0.992,0.890842298052804,0.333333333333333,0.8,0.470588235294118,"Old_Lookout"
1005,3,994,6,2,0.6,0.994,0.006,0.4,0.992039800995025,0.6,0.994,0.772269383052313,0.333333333333333,0.6,0.428571428571429,"Old_Lookout"
2010,8,1983,17,2,0.8,0.9915,0.0085,0.2,0.990547263681592,0.8,0.9915,0.890617763128493,0.32,0.8,0.457142857142857,"Old_Lookout"
2010,8,1984,16,2,0.8,0.992,0.008,0.2,0.991044776119403,0.8,0.992,0.890842298052804,0.333333333333333,0.8,0.470588235294118,"Old_Lookout"
2010,6,1981,19,4,0.6,0.9905,0.0095,0.4,0.988557213930348,0.6,0.9905,0.770908554888321,0.24,0.6,0.342857142857143,"Old_Lookout"
2010,7,1984,16,3,0.7,0.992,0.008,0.3,0.990547263681592,0.7,0.992,0.833306666239986,0.304347826086957,0.7,0.424242424242424,"Old_Lookout"
2010,8,1980,20,2,0.8,0.99,0.01,0.2,0.989054726368159,0.8,0.99,0.88994381845148,0.285714285714286,0.8,0.421052631578947,"Old_Lookout"
2010,9,1983,17,1,0.9,0.9915,0.0085,0.1,0.991044776119403,0.9,0.9915,0.944642789630027,0.346153846153846,0.9,0.5,"Old_Lookout"
2010,8,1984,16,2,0.8,0.992,0.008,0.2,0.991044776119403,0.8,0.992,0.890842298052804,0.333333333333333,0.8,0.470588235294118,"Old_Lookout"
2010,10,1982,18,0,1,0.991,0.009,0,0.991044776119403,1,0.991,0.995489829179585,0.357142857142857,1,0.526315789473684,"Old_Lookout"
2010,8,1982,18,2,0.8,0.991,0.009,0.2,0.990049751243781,0.8,0.991,0.890393171582083,0.307692307692308,0.8,0.444444444444444,"Old_Lookout"
2010,10,1980,20,0,1,0.99,0.01,0,0.990049751243781,1,0.99,0.99498743710662,0.333333333333333,1,0.5,"Old_Lookout"
3015,13,2970,30,2,0.866666666666667,0.99,0.01,0.133333333333333,0.9893864013267,0.866666666666667,0.99,0.926282894152753,0.302325581395349,0.866666666666667,0.448275862068965,"Old_Lookout"
3015,14,2972,28,1,0.933333333333333,0.990666666666667,0.00933333333333333,0.0666666666666667,0.990381426202322,0.933333333333333,0.990666666666667,0.961572785712149,0.333333333333333,0.933333333333333,0.491228070175439,"Old_Lookout"
3015,15,2974,26,0,1,0.991333333333333,0.00866666666666667,0,0.991376451077944,1,0.991333333333333,0.995657236870869,0.365853658536585,1,0.535714285714286,"Old_Lookout"
3015,13,2972,28,2,0.866666666666667,0.990666666666667,0.00933333333333333,0.133333333333333,0.990049751243781,0.866666666666667,0.990666666666667,0.926594721427754,0.317073170731707,0.866666666666667,0.464285714285714,"Old_Lookout"
3015,11,2978,22,4,0.733333333333333,0.992666666666667,0.00733333333333333,0.266666666666667,0.991376451077944,0.733333333333333,0.992666666666667,0.853203115064376,0.333333333333333,0.733333333333333,0.458333333333333,"Old_Lookout"
3015,15,2974,26,0,1,0.991333333333333,0.00866666666666667,0,0.991376451077944,1,0.991333333333333,0.995657236870869,0.365853658536585,1,0.535714285714286,"Old_Lookout"
3015,14,2976,24,1,0.933333333333333,0.992,0.008,0.0666666666666667,0.991708126036484,0.933333333333333,0.992,0.962219656142332,0.368421052631579,0.933333333333333,0.528301886792453,"Old_Lookout"
3015,13,2973,27,2,0.866666666666667,0.991,0.009,0.133333333333333,0.990381426202322,0.866666666666667,0.991,0.926750595719618,0.325,0.866666666666667,0.472727272727273,"Old_Lookout"
3015,13,2978,22,2,0.866666666666667,0.992666666666667,0.00733333333333333,0.133333333333333,0.992039800995025,0.866666666666667,0.992666666666667,0.927529574251469,0.371428571428571,0.866666666666667,0.52,"Old_Lookout"
3015,8,2979,21,7,0.533333333333333,0.993,0.007,0.466666666666667,0.990713101160862,0.533333333333333,0.993,0.72773621594641,0.275862068965517,0.533333333333333,0.363636363636364,"Old_Lookout"
4020,17,3966,34,3,0.85,0.9915,0.0085,0.15,0.990796019900497,0.85,0.9915,0.918027777357526,0.333333333333333,0.85,0.47887323943662,"Old_Lookout"
4020,19,3963,37,1,0.95,0.99075,0.00925,0.05,0.990547263681592,0.95,0.99075,0.970161069101415,0.339285714285714,0.95,0.5,"Old_Lookout"
4020,16,3969,31,4,0.8,0.99225,0.00775,0.2,0.991293532338308,0.8,0.99225,0.89095454429505,0.340425531914894,0.8,0.477611940298507,"Old_Lookout"
4020,13,3972,28,7,0.65,0.993,0.007,0.35,0.991293532338308,0.65,0.993,0.803399029125627,0.317073170731707,0.65,0.426229508196721,"Old_Lookout"
4020,15,3965,35,5,0.75,0.99125,0.00875,0.25,0.990049751243781,0.75,0.99125,0.862228218049027,0.3,0.75,0.428571428571428,"Old_Lookout"
4020,14,3970,30,6,0.7,0.9925,0.0075,0.3,0.991044776119403,0.7,0.9925,0.833516646504435,0.318181818181818,0.7,0.4375,"Old_Lookout"
4020,17,3962,38,3,0.85,0.9905,0.0095,0.15,0.989800995024876,0.85,0.9905,0.917564711614391,0.309090909090909,0.85,0.453333333333333,"Old_Lookout"
4020,16,3967,33,4,0.8,0.99175,0.00825,0.2,0.990796019900497,0.8,0.99175,0.890730037665734,0.326530612244898,0.8,0.463768115942029,"Old_Lookout"
4020,17,3962,38,3,0.85,0.9905,0.0095,0.15,0.989800995024876,0.85,0.9905,0.917564711614391,0.309090909090909,0.85,0.453333333333333,"Old_Lookout"
4020,18,3962,38,2,0.9,0.9905,0.0095,0.1,0.990049751243781,0.9,0.9905,0.944166298911373,0.321428571428571,0.9,0.473684210526316,"Old_Lookout"
5025,21,4963,37,4,0.84,0.9926,0.0074,0.16,0.9918407960199,0.84,0.9926,0.913117736110738,0.362068965517241,0.84,0.506024096385542,"Old_Lookout"
5025,22,4963,37,3,0.88,0.9926,0.0074,0.12,0.992039800995025,0.88,0.9926,0.934605799254424,0.372881355932203,0.88,0.523809523809524,"Old_Lookout"
5025,21,4956,44,4,0.84,0.9912,0.0088,0.16,0.99044776119403,0.84,0.9912,0.912473561260818,0.323076923076923,0.84,0.466666666666667,"Old_Lookout"
5025,22,4963,37,3,0.88,0.9926,0.0074,0.12,0.992039800995025,0.88,0.9926,0.934605799254424,0.372881355932203,0.88,0.523809523809524,"Old_Lookout"
5025,19,4962,38,6,0.76,0.9924,0.0076,0.24,0.991243781094527,0.76,0.9924,0.8684607072286,0.333333333333333,0.76,0.463414634146341,"Old_Lookout"
5025,18,4949,51,7,0.72,0.9898,0.0102,0.28,0.988457711442786,0.72,0.9898,0.844189552174155,0.260869565217391,0.72,0.382978723404255,"Old_Lookout"
5025,21,4955,45,4,0.84,0.991,0.009,0.16,0.990248756218906,0.84,0.991,0.912381499154822,0.318181818181818,0.84,0.461538461538462,"Old_Lookout"
5025,23,4952,48,2,0.92,0.9904,0.0096,0.08,0.990049751243781,0.92,0.9904,0.954551203445892,0.323943661971831,0.92,0.479166666666667,"Old_Lookout"
5025,17,4953,47,8,0.68,0.9906,0.0094,0.32,0.989054726368159,0.68,0.9906,0.820736254834645,0.265625,0.68,0.382022471910112,"Old_Lookout"
5025,21,4957,43,4,0.84,0.9914,0.0086,0.16,0.990646766169154,0.84,0.9914,0.912565614079338,0.328125,0.84,0.471910112359551,"Old_Lookout"
6030,29,5944,56,1,0.966666666666667,0.990666666666667,0.00933333333333333,0.0333333333333333,0.990547263681592,0.966666666666667,0.990666666666667,0.978593094418944,0.341176470588235,0.966666666666667,0.504347826086957,"Old_Lookout"
6030,24,5961,39,6,0.8,0.9935,0.0065,0.2,0.992537313432836,0.8,0.9935,0.891515563520907,0.380952380952381,0.8,0.516129032258065,"Old_Lookout"
6030,24,5947,53,6,0.8,0.991166666666667,0.00883333333333333,0.2,0.990215588723051,0.8,0.991166666666667,0.890468041724875,0.311688311688312,0.8,0.448598130841122,"Old_Lookout"
6030,22,5949,51,8,0.733333333333333,0.9915,0.0085,0.266666666666667,0.990215588723051,0.733333333333333,0.9915,0.852701589068532,0.301369863013699,0.733333333333333,0.427184466019417,"Old_Lookout"
6030,23,5949,51,7,0.766666666666667,0.9915,0.0085,0.233333333333333,0.990381426202322,0.766666666666667,0.9915,0.871865815363809,0.310810810810811,0.766666666666667,0.442307692307692,"Old_Lookout"
6030,26,5955,45,4,0.866666666666667,0.9925,0.0075,0.133333333333333,0.991873963515755,0.866666666666667,0.9925,0.927451705840615,0.366197183098592,0.866666666666667,0.514851485148515,"Old_Lookout"
